title;genre;description;img_link
Legends of the Fall;Western;In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.;Western_027.jpg
The Ballad of Buster Scruggs;Western;Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.;Western_028.jpg
The Ranch;Western;The son of a Colorado rancher returns home from a semi-pro football career to run the family business.;Western_029.jpg
Giant;Western;Sprawling epic covering the life of a Texas cattle rancher and his family and associates.;Western_030.jpg
¡Three Amigos!;Western;Three actors accept an invitation to a Mexican village to perform their onscreen bandit fighter roles, unaware that it is the real thing.;Western_031.jpg
The Harder They Fall;Western;When an outlaw discovers his enemy is being released from prison, he reunites his gang to seek revenge.;Western_032.jpg
Yellowstone Spinoff, 6666;Western;;Western_033.jpg
Blazing Saddles;Western;In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.;Western_034.jpg
Dr. Quinn, Medicine Woman;Western;The trials and adventures of a female doctor in a small Wild West town.;Western_036.jpg
High Plains Drifter;Western;A gun-fighting stranger comes to the small settlement of Lago and is hired to bring the townsfolk together in an attempt to hold off three outlaws who are on their way.;Western_037.jpg
The Mask of Zorro;Western;A young thief seeking revenge for his brother's death is trained by the once-great, aging Zorro, who is pursuing his own vengeance.;Western_038.jpg
Wagon Train;Western;Stories of the journeys of a wagon train as it leaves post-Civil War Missouri on its way to California through the plains, deserts, and Rocky Mountains.;Western_039.jpg
Dances with Wolves;Western;Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Native Americans, making him an intolerable aberration in the military.;Western_040.jpg
Bone Tomahawk;Western;In the dying days of the old west, an elderly sheriff and his posse set out to rescue their town's doctor from cannibalistic cave dwellers.;Western_041.jpg
Bonanza;Western;The Wild West adventures of Ben Cartwright and his sons as they run and defend their Nevada ranch while helping the surrounding community.;Western_042.jpg
True Grit;Western;A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.;Western_043.jpg
Billy the Kid;Western;An epic romantic adventure based on the life of Billy the Kid, from his humble Irish roots and his early days as a cowboy and gunslinger in the American frontier, to his pivotal role in the Lincoln County War and beyond.;Western_045.jpg
City Slickers;Western;On the verge of turning 40, an unhappy Manhattan yuppie is roped into joining his two friends on a cattle drive in the southwest.;Western_046.jpg
The Old Way;Western;An old gunslinger and his daughter must face the consequences of his past, when the son of a man he murdered years ago arrives to take his revenge.;Western_047.jpg
Silverado;Western;A misfit bunch of friends comes together to right the injustices which exist in a small town.;Western_048.jpg
The Professionals;Western;An arrogant Texas millionaire hires four adventurers to rescue his kidnapped wife from a notorious Mexican bandit.;Western_049.jpg
Open Range;Western;A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.;Western_050.jpg
Ancient Apocalypse;Documentary;What if everything we know about prehistory is wrong? Journalist Graham Hancock visits archaeological sites around the world investigating if a civilization far more advanced than we ever believed possible existed thousands of years ago.;Documentary_01.jpg
Stutz;Documentary;Follow Hill and his therapist as he has candid discussions of mental health and the progressively worsening anxiety attacks related to movie promotion that have turned his dream job into a nightmare.;Documentary_02.jpg
Limitless;Documentary;A different way we can live better for longer: regenerating damage, maximizing strength, building resilience, shocking the body, supercharging memory and confronting mortality.;Documentary_03.jpg
FIFA Uncovered;Documentary;From power struggles to global politics, an exploration of FIFA reveals the organization's checkered history and what it takes to host a World Cup.;Documentary_04.jpg
Pepsi, Where's My Jet?;Documentary;When a 20-year-old attempts to win a fighter jet in a Pepsi sweepstakes, he sets the stage for a David versus Goliath court battle for the history books.;Documentary_05.jpg
Capturing the Killer Nurse;Documentary;This documentary reveals how investigators proved ICU nurse Charles Cullen was killing patients — and how close he came to getting away with murder.;Documentary_06.jpg
God Forbid;Documentary;Giancarlo Granda, former pool attendant at the Fontainebleau Hotel, shares the intimate details of his 7-year relationship with a charming older woman, Becki Falwell, and her husband, the Evangelical Trump stalwart Jerry Falwell Jr.;Documentary_07.jpg
Killer Sally;Documentary;Interviews with friends, family and Sally McNeil herself chart a bodybuilding couple's rocky marriage and its shocking end in a Valentine's Day murder.;Documentary_08.jpg
Down to Earth with Zac Efron;Documentary;In this travel show, actor Zac Efron journeys around the world with wellness expert Darin Olien in search of healthy, sustainable ways to live.;Documentary_09.jpg
Selena Gomez: My Mind & Me;Documentary;After years in the limelight, Selena Gomez achieves unimaginable stardom. But just as she reaches a new peak, an unexpected turn pulls her into darkness.;Documentary_010.jpg
Welcome to Wrexham;Documentary;Docuseries chronicling the purchase and stewardship of Wrexham AFC, one of professional football's oldest clubs, by two Hollywood actors, Ryan Reynolds and Rob McElhenney.;Documentary_011.jpg
The Vow;Documentary;A look at the experiences of the members of the NXIVM, an organization and sex cult that made headlines for being charged with sex trafficking, racketeering, and conspiracy.;Documentary_012.jpg
Savage x Fenty Show Vol. 4;Documentary;In its 4th year, the annual fashion experience promises to break boundaries with new all-star lineup of models, actors, biggest names in music. Rihanna debuts the latest Savage X Fenty styles, blending stellar choreography, style and music;Documentary_013.jpg
Unsolved Mysteries;Documentary;Immersive, character-driven stories are rooted in the experiences of ordinary people who have lived the unthinkable. Families, detectives and journalists hope viewers hold the clues to solving these mysteries.;Documentary_014.jpg
Fire of Love;Documentary;Intrepid scientists and lovers Katia and Maurice Krafft died in a volcanic explosion doing the very thing that brought them together: unraveling the mysteries of volcanoes by capturing the most explosive imagery ever recorded.;Documentary_015.jpg
What Is a Woman?;Documentary;Political commentator Matt Walsh explores the changing concepts of sex and gender in the digital age, particularly the transgender rights movement, transphobia, and what it means to be a woman.;Documentary_016.jpg
Moonage Daydream;Documentary;A cinematic odyssey exploring David Bowie's creative and musical journey. From visionary filmmaker Brett Morgen, and sanctioned by the Bowie estate.;Documentary_017.jpg
Hebrews to Negroes: Wake Up Black America;Documentary;Based on Ronald Dalton's book series of the same name, the film aims to prove the Black Hebrew Israelites (BHI) belief that certain people of color, including Black Americans, are the true descendants of the biblical Israelites.;Documentary_018.jpg
The Curse of Oak Island;Documentary;Rick and Marty Lagina, two brothers from Michigan with a life-long interest in the mystery of Oak Island, renew efforts to discover the legendary treasure with sophisticated machinery.;Documentary_019.jpg
Planet Earth II;Documentary;David Attenborough returns with a new wildlife documentary that shows life in a variety of habitats.;Documentary_020.jpg
The Rehearsal;Documentary;Nathan Fielder gives people a chance to rehearse for their own lives in a world where nothing ever works out as expected.;Documentary_021.jpg
Orgasm Inc: The Story of OneTaste;Documentary;"A sexual wellness company gains fame and followers for its practice of ""orgasmic meditation"" — until members come forward with disturbing allegations.";Documentary_022.jpg
Clarkson's Farm;Documentary;Follow Jeremy Clarkson as he attempts to run a farm in the countryside.;Documentary_023.jpg
The Greatest Lie Ever Sold: George Floyd and the Rise of BLM;Documentary;On the 2-year anniversary of George Floyd's death, Candace revisits Minneapolis and the violent, racially-divided aftermath that fueled BLM's global rise-and filled its coffers.;Documentary_024.jpg
